business_id,date,time,hour,minute,second,name
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-04,02:22:23',2,22,23',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-06,18:40:32',18,40,32',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-07,02:22:44',2,22,44',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-15,21:05:30',21,5,30',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-20,17:52:42',17,52,42',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-20,21:18:42',21,18,42',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-20,21:53:22',21,53,22',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-25,19:32:52',19,32,52',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-25,19:47:29',19,47,29',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-30,20:36:12',20,36,12',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-05-30,20:44:12',20,44,12',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-06-05,00:09:48',0,9,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-06-12,21:02:30',21,2,30',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-06-15,21:43:07',21,43,07',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-06-17,17:34:59',17,34,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-06-19,18:11:59',18,11,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-02,18:10:18',18,10,18',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-03,17:10:20',17,10,20',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-03,19:39:35',19,39,35',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-04,20:58:15',20,58,15',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-05,21:08:04',21,8,04',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-06,02:17:56',2,17,56',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-10,03:08:57',3,8,57',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-11,21:50:14',21,50,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-12,03:44:33',3,44,33',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-12,03:44:39',3,44,39',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-14,15:47:38',15,47,38',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-14,21:01:01',21,1,01',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-17,20:27:20',20,27,20',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-18,15:32:28',15,32,28',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-24,21:36:47',21,36,47',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-27,20:16:42',20,16,42',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-29,22:58:07',22,58,07',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-07-31,00:13:23',0,13,23',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-01,22:19:24',22,19,24',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-02,17:53:33',17,53,33',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-02,20:30:50',20,30,50',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-07,17:12:38',17,12,38',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-09,19:18:21',19,18,21',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-10,23:35:11',23,35,11',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-15,19:37:19',19,37,19',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-16,19:20:43',19,20,43',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-18,00:29:51',0,29,51',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-21,12:09:21',12,9,21',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-21,20:10:11',20,10,11',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-24,23:55:18',23,55,18',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-26,03:13:12',3,13,12',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-27,03:50:26',3,50,26',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-28,22:39:17',22,39,17',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-29,16:30:21',16,30,21',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-08-30,21:37:47',21,37,47',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-02,23:16:49',23,16,49',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-06,18:32:50',18,32,50',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-11,01:42:35',1,42,35',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-11,01:43:20',1,43,20',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-13,20:25:29',20,25,29',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-14,19:31:48',19,31,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-16,22:17:10',22,17,10',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-18,17:10:34',17,10,34',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-19,02:46:48',2,46,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-22,16:47:37',16,47,37',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-22,20:12:14',20,12,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-24,02:15:33',2,15,33',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-09-25,21:03:48',21,3,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-07,19:38:26',19,38,26',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-12,23:13:02',23,13,02',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-15,21:21:12',21,21,12',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-15,21:55:01',21,55,01',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-16,03:47:13',3,47,13',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-20,20:58:35',20,58,35',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-22,00:53:08',0,53,08',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-22,15:53:24',15,53,24',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-22,20:21:32',20,21,32',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-28,23:08:00',23,8,00',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-10-31,19:08:33',19,8,33',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-04,15:21:59',15,21,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-08,22:01:49',22,1,49',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-12,20:18:31',20,18,31',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-12,20:18:41',20,18,41',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-13,19:11:29',19,11,29',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-13,19:11:59',19,11,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-13,21:58:31',21,58,31',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-14,23:59:06',23,59,06',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-18,23:49:38',23,49,38',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-19,02:18:11',2,18,11',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-22,23:27:17',23,27,17',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-23,20:56:13',20,56,13',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-28,19:21:21',19,21,21',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-11-29,21:22:45',21,22,45',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-01,20:54:04',20,54,04',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-03,18:02:49',18,2,49',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-04,19:06:59',19,6,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-16,20:29:09',20,29,09',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-17,18:05:30',18,5,30',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-18,21:07:06',21,7,06',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-21,21:42:22',21,42,22',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-22,02:27:02',2,27,02',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-23,21:01:23',21,1,23',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-26,13:59:14',13,59,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-30,20:21:31',20,21,31',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2011-12-31,21:04:08',21,4,08',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-04,21:07:46',21,7,46',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-05,18:52:42',18,52,42',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-06,18:56:56',18,56,56',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-15,21:06:50',21,6,50',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-15,22:42:36',22,42,36',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-17,01:11:59',1,11,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-17,02:52:05',2,52,05',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-17,17:35:16',17,35,16',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-17,18:54:09',18,54,09',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-20,19:54:50',19,54,50',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-21,03:30:24',3,30,24',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-24,19:04:48',19,4,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-24,19:05:25',19,5,25',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-24,22:17:11',22,17,11',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-26,17:07:20',17,7,20',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-26,22:02:58',22,2,58',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-27,00:36:09',0,36,09',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-29,00:31:58',0,31,58',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-29,23:15:52',23,15,52',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-01-31,18:34:19',18,34,19',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-04,18:51:18',18,51,18',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-07,18:38:40',18,38,40',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-08,21:51:55',21,51,55',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-11,21:07:13',21,7,13',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-12,22:55:43',22,55,43',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-14,17:34:45',17,34,45',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-18,16:17:58',16,17,58',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-19,01:25:29',1,25,29',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-19,22:24:14',22,24,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-20,18:40:03',18,40,03',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-22,05:27:58',5,27,58',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-23,18:57:36',18,57,36',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-27,01:26:48',1,26,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-02-28,18:52:14',18,52,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-02,23:41:56',23,41,56',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-04,20:31:42',20,31,42',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-06,18:53:29',18,53,29',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-10,02:26:19',2,26,19',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-13,02:54:31',2,54,31',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-14,02:00:15',2,0,15',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-15,19:10:17',19,10,17',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-16,01:37:45',1,37,45',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-16,20:26:37',20,26,37',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-22,21:14:14',21,14,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-23,21:53:13',21,53,13',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-24,03:24:05',3,24,05',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-27,02:49:53',2,49,53',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-27,19:21:27',19,21,27',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-03-29,02:09:59',2,9,59',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-05,00:12:22',0,12,22',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-06,19:53:42',19,53,42',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-08,03:57:31',3,57,31',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-09,00:50:28',0,50,28',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-10,23:22:25',23,22,25',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-12,19:52:31',19,52,31',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-13,03:12:37',3,12,37',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-14,18:24:09',18,24,09',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-15,01:11:07',1,11,07',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-15,20:06:01',20,6,01',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-18,21:45:25',21,45,25',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-19,02:03:28',2,3,28',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-21,00:46:03',0,46,03',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-23,03:35:45',3,35,45',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-24,20:20:14',20,20,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-25,00:11:48',0,11,48',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-29,20:35:12',20,35,12',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-04-30,00:55:28',0,55,28',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-01,19:02:45',19,2,45',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-02,00:30:19',0,30,19',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-02,17:19:14',17,19,14',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-04,21:09:51',21,9,51',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-06,20:12:09',20,12,09',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-06,21:09:06',21,9,06',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-07,18:57:57',18,57,57',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-07,19:50:36',19,50,36',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-09,21:12:22',21,12,22',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-10,19:57:00',19,57,00',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-11,01:02:18',1,2,18',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-11,17:44:00',17,44,00',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-11,19:36:08',19,36,08',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-12,18:53:30',18,53,30',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-13,02:25:56',2,25,56',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-13,15:32:23',15,32,23',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-13,20:13:03',20,13,03',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-14,18:32:00',18,32,00',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-15,18:03:26',18,3,26',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-15,18:17:56',18,17,56',AJ's Fine Foods
-y5vYOsyL4bSFxeOtQtYbg,'2012-05-15,18:59:15',18,59,15',AJ's Fine Foods
